Post_ID,Category,Author,Likes,Shares,Comments,Post_Length,Date_Posted,Hashtags,Sentiment_Score
POST_743,Fashion,robinsonlaura,890,582,345,192,12-01-2025,"they, until, major",0.5
POST_744,Food,stephanie17,1864,941,192,270,13-01-2025,"woman, day, media",0.1
POST_745,Food,howardjohn,4859,674,415,96,14-01-2025,"long, might, field",-0.24
POST_746,Fashion,danielsshane,1156,684,376,222,15-01-2025,"onto, daughter, kid",0.62
POST_747,Food,jessica94,174,140,462,182,16-01-2025,"food, night, family",0.17
POST_748,Tech,wtaylor,3296,137,243,127,17-01-2025,"side, require, action",-0.22
POST_749,Food,adamchapman,2981,577,148,102,18-01-2025,"eye, as, policy",-0.78
POST_750,Tech,scottfrench,4175,709,145,243,19-01-2025,"herself, knowledge, well",0.79
POST_751,Fashion,traceycohen,3021,839,477,111,20-01-2025,"weight, total, two",-0.93
POST_752,Food,ugonzales,2067,227,315,72,21-01-2025,"study, draw, stay",0.73
POST_753,Fashion,zhernandez,2465,280,377,93,22-01-2025,"care, employee, action",-0.28
POST_754,Food,amber10,4640,683,140,101,23-01-2025,"high, moment, charge",0.28
POST_755,Tech,rioserica,3146,827,407,95,24-01-2025,"particular, write, every",0.84
POST_756,Fashion,emilyhernandez,1659,430,285,196,25-01-2025,"parent, produce, same",-0.7
POST_757,Food,wilcoxlindsay,767,39,385,265,26-01-2025,"two, none, officer",0.13
POST_758,Tech,xcruz,3611,518,338,133,27-01-2025,"financial, themselves, cup",0.53
POST_759,Fashion,tgordon,1066,685,110,96,28-01-2025,"stage, Republican, industry",0.52
POST_760,Fashion,qlee,3615,662,107,140,29-01-2025,"glass, yard, nation",0.05
POST_761,Food,trevinotracy,4751,210,366,101,30-01-2025,"wide, American, operation",0.25
POST_762,Food,howen,4520,301,280,73,31-01-2025,"service, public, full",0.52
POST_763,Food,edward57,2010,85,49,194,01-02-2025,"east, lot, father",0.68
POST_764,Tech,claytonsarah,1098,396,13,138,02-02-2025,"sure, coach, interesting",0.52
POST_765,Food,powerswilliam,1407,252,133,223,03-02-2025,"ahead, what, future",-0.29
POST_766,Fashion,guzmanhenry,3476,532,75,113,04-02-2025,"to, provide, certainly",0.99
POST_767,Fashion,annettedunn,165,768,83,168,05-02-2025,"ten, true, man",-0.13
POST_768,Food,qlynch,2145,890,342,272,06-02-2025,"teach, religious, important",-0.95
POST_769,Food,natashacastillo,1851,914,157,205,07-02-2025,"job, laugh, else",-0.27
POST_770,Fashion,brandon39,2196,380,285,227,08-02-2025,"catch, lot, fly",-0.74
POST_771,Tech,marco52,1670,443,421,113,09-02-2025,"theory, choose, section",-0.76
POST_772,Food,umartin,4830,32,313,205,10-02-2025,"bit, resource, dinner",-0.44
POST_773,Food,hparker,3000,259,93,135,11-02-2025,"mission, line, exist",-0.89
POST_774,Fashion,hgarcia,3842,233,296,105,12-02-2025,"police, society, trial",0.38
POST_775,Food,rmcfarland,2991,514,93,108,13-02-2025,"town, job, father",-0.85
POST_776,Tech,alexis71,4955,858,56,182,14-02-2025,"ten, technology, set",-0.59
POST_777,Fashion,james38,1027,307,163,231,15-02-2025,"plant, network, owner",-0.81
POST_778,Food,todd49,3116,738,319,221,16-02-2025,"bad, push, marriage",-0.87
POST_779,Fashion,lindsey04,833,795,496,219,17-02-2025,"media, despite, certain",-0.46
POST_780,Food,lbaker,290,69,97,249,18-02-2025,"exist, thousand, financial",0.14
POST_781,Food,princeashley,1603,453,15,174,19-02-2025,"want, card, rise",0.93
POST_782,Food,lewisderek,4628,438,343,279,20-02-2025,"rich, that, leg",0.75
POST_783,Tech,paula40,1062,824,77,269,21-02-2025,"letter, commercial, audience",0.75
POST_784,Tech,cchung,236,363,345,234,22-02-2025,"away, fine, factor",-0.65
POST_785,Fashion,angela22,1931,982,71,96,23-02-2025,"body, former, require",-0.47
POST_786,Food,clarkdiane,4636,765,269,253,24-02-2025,"only, do, leader",-0.85
POST_787,Food,simmonsjason,480,480,286,170,25-02-2025,"entire, growth, blood",0.56
POST_788,Tech,benjamin81,288,143,65,202,26-02-2025,"town, inside, happy",-0.86
POST_789,Food,kristi47,2395,23,367,151,27-02-2025,"a, soon, above",0.11
POST_790,Tech,favery,125,964,67,93,28-02-2025,"war, adult, key",-0.5
POST_791,Food,edwardsjoanna,1406,424,192,64,01-03-2025,"eye, race, edge",-0.51
POST_792,Fashion,kimberly26,4972,745,54,154,02-03-2025,"ten, think, population",0.98
POST_793,Food,derrick48,2380,844,467,100,03-03-2025,"from, case, new",0.51
POST_794,Food,thomaschristina,4736,174,378,102,04-03-2025,"tree, in, town",0.67
POST_795,Tech,kylewarner,1952,843,461,83,05-03-2025,"Congress, analysis, spring",0.14
POST_796,Food,christinewolfe,4063,324,167,173,06-03-2025,"TV, audience, film",0.74
POST_797,Food,robertdavis,4720,868,408,126,07-03-2025,"amount, particularly, have",0.29
POST_798,Tech,tabitha36,2109,670,24,185,08-03-2025,"season, son, travel",0.89
POST_799,Fashion,bartonlauren,190,859,130,172,09-03-2025,"baby, change, live",-0.44
POST_800,Fashion,gamblecalvin,1839,347,324,254,10-03-2025,"participant, job, population",0.19
POST_801,Tech,chicks,3676,797,101,277,11-03-2025,"trial, six, pass",0.38
POST_802,Tech,shawnchung,66,17,373,119,12-03-2025,"class, man, theory",-0.21
POST_803,Tech,brownbarry,4398,43,281,279,13-03-2025,"treatment, Democrat, perhaps",0.76
POST_804,Tech,velezjeffrey,514,154,295,273,14-03-2025,"trial, cut, near",0.96
POST_805,Tech,carriemorgan,4521,866,293,70,15-03-2025,"fall, suddenly, reflect",-0.01
POST_806,Fashion,davisnicole,1877,921,421,157,16-03-2025,"which, his, coach",-0.22
POST_807,Fashion,jameslarry,3078,376,451,157,17-03-2025,"media, around, room",-0.06
POST_808,Tech,jason99,569,742,262,184,18-03-2025,"blue, conference, forward",0.71
POST_809,Food,jennifer65,139,882,477,139,19-03-2025,"happen, live, fine",0.29
POST_810,Tech,dawsonanthony,4865,827,413,128,20-03-2025,"seek, behind, subject",-0.91
POST_811,Food,jacksonreginald,2901,401,119,233,21-03-2025,"last, present, sound",0.08
POST_812,Tech,charles55,2893,224,402,226,22-03-2025,"impact, executive, degree",-0.97
POST_813,Tech,wilsonamy,4775,216,230,91,23-03-2025,"week, interest, car",0.56
POST_814,Fashion,garrettcharles,1934,567,290,200,24-03-2025,"form, market, interview",-0.34
POST_815,Food,elizabeth54,4221,30,487,101,25-03-2025,"soon, appear, seem",-0.06
POST_816,Food,denise29,975,868,160,151,26-03-2025,"these, race, free",0.6
POST_817,Fashion,michelle36,3784,58,160,154,27-03-2025,"administration, generation, amount",-0.91
POST_818,Fashion,ashleybullock,1019,891,77,128,28-03-2025,"your, decision, community",-0.68
POST_819,Fashion,eturner,1144,897,37,161,29-03-2025,"color, trouble, keep",-0.2
POST_820,Fashion,vincent32,3245,352,393,230,30-03-2025,"partner, eye, fish",-0.54
POST_821,Food,carol15,1454,934,440,153,31-03-2025,"skin, agency, personal",-0.32
POST_822,Food,christopherwilliams,3414,444,27,65,01-04-2025,"owner, eye, reach",1
POST_823,Tech,matthewbrown,4340,234,461,145,02-04-2025,"huge, participant, information",0.65
POST_824,Tech,carrieharrington,4032,106,99,86,03-04-2025,"whom, want, model",0.77
POST_825,Fashion,ekramer,4373,190,293,195,04-04-2025,"within, current, lay",0.87
POST_826,Fashion,stacey30,4063,991,399,197,05-04-2025,"organization, evidence, process",-0.32
POST_827,Fashion,avilanathaniel,4606,529,123,95,06-04-2025,"figure, authority, usually",-0.41
POST_828,Tech,angelahenry,4763,912,404,51,07-04-2025,"cell, tax, among",-0.53
POST_829,Tech,kelseytaylor,3142,737,91,168,08-04-2025,"woman, mother, which",0.66
POST_830,Tech,olopez,4209,678,254,136,09-04-2025,"despite, century, choice",0.36
POST_831,Tech,ericarogers,2124,582,96,143,10-04-2025,"free, cup, bar",-0.53
POST_832,Tech,justinreynolds,334,873,5,240,11-04-2025,"first, place, soldier",-0.25
POST_833,Tech,williamstammy,4983,565,168,52,12-04-2025,"kitchen, commercial, stage",0.01
POST_834,Tech,xanderson,4976,244,382,223,13-04-2025,"month, whatever, meeting",0.06
POST_835,Fashion,ekelly,1237,994,270,160,14-04-2025,"continue, out, data",0.78
POST_836,Fashion,beverlyhernandez,4019,861,107,226,15-04-2025,"similar, investment, thank",-0.24
POST_837,Fashion,martinanthony,3015,75,386,50,16-04-2025,"expert, sing, remember",0.82
POST_838,Fashion,gilescorey,4369,546,298,154,17-04-2025,"fact, century, realize",-0.12
POST_839,Tech,ykelley,833,266,46,71,18-04-2025,"civil, culture, ok",0.49
POST_840,Food,marshallphilip,999,316,98,270,19-04-2025,"professional, carry, blue",0.86
POST_841,Tech,itaylor,3989,811,13,191,20-04-2025,"cold, fire, wrong",0.82
POST_842,Food,timothy90,94,120,193,269,21-04-2025,"administration, book, participant",-0.89
POST_843,Fashion,vanessa32,1860,835,156,262,22-04-2025,"also, sell, entire",-0.59
POST_844,Tech,balvarez,4616,24,387,222,23-04-2025,"really, decade, task",-0.05
POST_845,Fashion,pbradley,2131,431,153,273,24-04-2025,"particularly, thus, else",-0.14
POST_846,Tech,kristinbarnes,3548,159,114,183,25-04-2025,"address, student, raise",0.28
POST_847,Fashion,cheryl71,879,595,395,114,26-04-2025,"thank, line, young",0.89
POST_848,Food,juliealvarado,1959,113,257,70,27-04-2025,"amount, rest, while",-0.78
POST_849,Food,michelleluna,2631,734,144,53,28-04-2025,"child, sell, boy",-0.1
POST_850,Food,taylorshawn,741,899,290,180,29-04-2025,"best, either, prove",-0.62
POST_851,Tech,ztran,4069,501,9,162,30-04-2025,"fish, get, we",0.79
POST_852,Food,brandonmendoza,981,165,367,79,01-05-2025,"story, above, party",0.93
POST_853,Tech,moorecatherine,4986,702,213,80,02-05-2025,"feel, same, form",-0.04
POST_854,Food,callahanmary,3456,174,232,211,03-05-2025,"part, include, evening",-0.79
POST_855,Food,smithtravis,197,0,170,260,04-05-2025,"last, morning, gun",0.57
POST_856,Tech,dwilson,1082,898,20,69,05-05-2025,"officer, name, dream",0.39
POST_857,Tech,kaitlyn75,1361,740,14,264,06-05-2025,"discover, occur, win",-0.29
POST_858,Food,jerry80,437,85,418,103,07-05-2025,"page, five, save",0.77
POST_859,Tech,daniel11,3171,573,367,175,08-05-2025,"performance, include, without",0.95
POST_860,Food,james05,1923,319,125,202,09-05-2025,"between, despite, rock",0.12
POST_861,Tech,sarawilliams,3638,400,340,64,10-05-2025,"discussion, admit, wind",0.13
POST_862,Fashion,deannawilliams,965,381,340,215,11-05-2025,"for, group, green",-0.4
POST_863,Fashion,turnerheather,1928,717,212,200,12-05-2025,"agree, arm, foreign",0.17
POST_864,Fashion,tina44,3798,616,187,229,13-05-2025,"add, section, officer",-0.12
POST_865,Fashion,tanya17,327,317,171,243,14-05-2025,"war, star, her",-0.4
POST_866,Fashion,william73,2027,802,479,234,15-05-2025,"well, bring, soon",-0.87
POST_867,Food,qsmith,1909,249,246,106,16-05-2025,"including, office, to",-0.49
POST_868,Fashion,fmcdonald,3086,524,4,128,17-05-2025,"create, herself, state",-0.6
POST_869,Fashion,kaylahunter,3421,674,230,229,18-05-2025,"among, enough, than",0.08
POST_870,Fashion,joshua40,4763,554,200,212,19-05-2025,"red, above, best",0.2
POST_871,Fashion,ngates,2232,897,372,251,20-05-2025,"heart, he, their",0.22
POST_872,Tech,gordonthomas,4725,951,401,63,21-05-2025,"condition, evidence, writer",-0.22
POST_873,Food,hreeves,1220,622,148,140,22-05-2025,"environment, while, after",-0.16
POST_874,Fashion,snyderdiane,539,716,71,63,23-05-2025,"make, local, degree",0.67
POST_875,Fashion,murrayjason,2575,895,491,148,24-05-2025,"become, lose, spend",-0.05
POST_876,Fashion,jordanking,1232,255,499,82,25-05-2025,"information, cup, game",0.98
POST_877,Food,andersonhannah,4529,306,225,229,26-05-2025,"popular, court, late",-0.12
POST_878,Tech,gillchristopher,4308,949,73,50,27-05-2025,"about, hair, stuff",0.3
POST_879,Food,johndonovan,2538,143,306,83,28-05-2025,"actually, catch, team",-0.9
POST_880,Tech,thomas05,1926,657,168,68,29-05-2025,"out, unit, away",0.31
POST_881,Fashion,woodjohn,2512,390,248,201,30-05-2025,"by, describe, skin",0.7
POST_882,Fashion,leelarry,1680,812,279,53,31-05-2025,"tend, fall, political",0.88
POST_883,Food,wpeterson,337,675,487,213,01-06-2025,"special, every, world",0.99
POST_884,Food,npeters,4332,168,151,126,02-06-2025,"international, receive, discussion",-0.44
POST_885,Tech,vcarter,1957,989,223,107,03-06-2025,"new, military, sound",0.15
POST_886,Tech,lcantu,1211,297,224,209,04-06-2025,"charge, decade, face",-0.1
POST_887,Food,charleswalker,179,232,37,186,05-06-2025,"participant, listen, administration",0.13
POST_888,Tech,mcmahonmatthew,2413,902,43,152,06-06-2025,"particularly, throw, past",-0.69
POST_889,Food,sara84,193,270,184,257,07-06-2025,"happen, ever, what",0.71
POST_890,Tech,wilsonjanet,65,59,498,116,08-06-2025,"establish, service, interesting",0.82
POST_891,Food,nunezfrank,294,295,442,165,09-06-2025,"then, government, spring",-0.1
POST_892,Food,sanderselizabeth,976,466,240,197,10-06-2025,"through, happy, others",-0.44
POST_893,Food,lindseywilliams,3228,234,417,251,11-06-2025,"even, author, stand",-0.72
POST_894,Tech,michelemartinez,2226,676,330,169,12-06-2025,"worker, half, discover",0.37
POST_895,Tech,jwilliams,936,705,350,239,13-06-2025,"term, radio, amount",-0.38
POST_896,Tech,bparker,390,233,209,235,14-06-2025,"successful, weight, character",0.82
POST_897,Food,jimmy21,2101,367,22,71,15-06-2025,"general, must, what",0.34
POST_898,Tech,wgarcia,3448,694,123,161,16-06-2025,"pattern, single, remember",0.29
POST_899,Tech,tmoore,4000,844,85,244,17-06-2025,"either, political, study",0.12
POST_900,Food,vhartman,355,231,42,124,18-06-2025,"whole, increase, accept",-0.91
POST_901,Fashion,david09,957,872,465,266,19-06-2025,"bed, effect, interesting",0.86
POST_902,Food,steinjeremy,2704,490,39,225,20-06-2025,"expert, seat, pay",0.26
POST_903,Tech,ryan29,3842,618,302,185,21-06-2025,"common, door, heart",0.99
POST_904,Food,monica71,4092,502,168,250,22-06-2025,"eye, call, on",0.07
POST_905,Fashion,kayla37,1421,889,174,192,23-06-2025,"author, store, lawyer",0.42
POST_906,Food,anne37,370,734,486,81,24-06-2025,"arrive, sister, environmental",-0.89
POST_907,Tech,mitchell36,4704,591,19,230,25-06-2025,"never, production, however",0.26
POST_908,Fashion,vasquezchristopher,4109,745,460,116,26-06-2025,"particularly, go, century",0.53
POST_909,Tech,jennifer46,1181,380,108,53,27-06-2025,"on, town, economic",0.56
POST_910,Fashion,caseryan,2628,695,192,79,28-06-2025,"whom, or, commercial",0.54
POST_911,Fashion,evanscurtis,4092,427,243,62,29-06-2025,"watch, similar, early",-0.55
POST_912,Food,edennis,3417,696,323,70,30-06-2025,"which, any, thought",0.95
POST_913,Food,stonemichele,867,645,279,90,01-07-2025,"some, daughter, shake",0.99
POST_914,Tech,jeanbrown,61,731,227,170,02-07-2025,"hospital, give, threat",-0.85
POST_915,Food,kathleenali,244,799,35,68,03-07-2025,"work, book, fact",0.87
POST_916,Food,zpatterson,2587,363,44,97,04-07-2025,"nearly, nature, sit",-0.42
POST_917,Fashion,jensenchristopher,2892,201,385,135,05-07-2025,"style, sound, husband",0.38
POST_918,Food,rrush,2279,881,27,112,06-07-2025,"anything, Mrs, paper",-0.32
POST_919,Fashion,lindacontreras,3059,145,153,197,07-07-2025,"protect, source, alone",0.94
POST_920,Fashion,jose88,4801,835,22,241,08-07-2025,"team, health, from",-0.8
POST_921,Fashion,megan44,2127,638,206,86,09-07-2025,"think, seem, theory",0
POST_922,Tech,pstewart,3917,456,419,80,10-07-2025,"while, represent, just",-0.14
POST_923,Tech,georgebaker,4923,134,90,123,11-07-2025,"pass, campaign, staff",-0.35
POST_924,Tech,martinnicholas,493,625,389,195,12-07-2025,"office, board, offer",0.29
POST_925,Fashion,thomasmichelle,347,263,418,156,13-07-2025,"speech, back, group",-0.74
POST_926,Tech,palvarez,4953,63,358,152,14-07-2025,"represent, summer, drop",0.43
POST_927,Tech,dwayneriddle,894,490,37,159,15-07-2025,"result, race, edge",0.96
POST_928,Food,anthonywilliams,1065,646,418,69,16-07-2025,"because, since, federal",0.61
POST_929,Tech,amandamarquez,1434,40,227,259,17-07-2025,"student, read, eat",0.72
POST_930,Tech,vangjulie,1447,295,201,188,18-07-2025,"party, job, town",-0.28
POST_931,Fashion,jonathanarias,603,2,349,135,19-07-2025,"team, international, treatment",-0.35
POST_932,Fashion,jasonphelps,2400,912,308,93,20-07-2025,"state, now, she",0.03
POST_933,Fashion,robertburns,4566,705,488,131,21-07-2025,"including, everybody, forget",-0.91
POST_934,Fashion,wisediana,1319,974,253,113,22-07-2025,"market, why, pick",0.89
POST_935,Fashion,nicholasthomas,1310,109,37,171,23-07-2025,"control, town, north",-0.71
POST_936,Fashion,carrie39,234,220,220,211,24-07-2025,"suddenly, black, become",0.81
POST_937,Tech,jasonhall,4613,369,499,136,25-07-2025,"western, which, state",-0.83
POST_938,Fashion,smoore,2460,367,186,114,26-07-2025,"use, fact, only",0.65
POST_939,Fashion,melanie17,4481,435,42,104,27-07-2025,"face, knowledge, south",-0.7
POST_940,Food,albertpineda,2259,917,358,123,28-07-2025,"seek, indicate, area",-0.92
POST_941,Tech,jaredalvarado,3722,3,113,166,29-07-2025,"single, finish, get",0.44
POST_942,Tech,lee06,4733,243,259,178,30-07-2025,"hospital, team, son",-0.44
POST_943,Tech,johnsonsarah,1931,901,4,215,31-07-2025,"also, couple, happen",0.43
POST_944,Fashion,ssmith,4346,165,67,186,01-08-2025,"guess, person, key",0.11
POST_945,Fashion,pwaller,571,25,227,144,02-08-2025,"less, you, do",-0.78
POST_946,Fashion,martin95,1937,394,122,248,03-08-2025,"behavior, actually, vote",0.86
POST_947,Food,donnasalazar,2602,473,172,194,04-08-2025,"without, around, throw",-0.1
POST_948,Fashion,kayla55,3859,16,335,148,05-08-2025,"include, run, moment",0.47
POST_949,Food,reyesadam,4933,727,152,161,06-08-2025,"majority, summer, office",0
POST_950,Tech,andersonmichelle,4205,91,461,278,07-08-2025,"drop, ever, edge",0.21
POST_951,Fashion,laurieyoung,4723,482,266,101,08-08-2025,"on, edge, finally",-0.39
POST_952,Food,turnerjanet,4466,542,156,195,09-08-2025,"actually, usually, live",-0.6
POST_953,Food,jennifer63,3529,204,161,240,10-08-2025,"sell, agreement, program",0.09
POST_954,Fashion,ofrederick,1459,501,213,82,11-08-2025,"hotel, appear, season",-0.12
POST_955,Tech,vanessadavis,1744,930,397,53,12-08-2025,"pattern, where, system",-0.22
POST_956,Tech,hrodgers,4714,399,375,136,13-08-2025,"I, air, population",0.35
POST_957,Tech,johnolsen,576,206,407,124,14-08-2025,"what, without, seven",0.38
POST_958,Food,aprilwhite,2710,618,442,229,15-08-2025,"agreement, nothing, media",-0.91
POST_959,Food,jenniferross,2222,145,422,58,16-08-2025,"peace, hotel, ten",-0.32
POST_960,Food,nrich,329,878,25,113,17-08-2025,"tonight, would, pass",-0.18
POST_961,Food,yrose,3014,100,426,79,18-08-2025,"government, majority, goal",-0.81
POST_962,Tech,qross,4027,879,291,185,19-08-2025,"computer, system, both",-0.53
POST_963,Fashion,ycollins,2719,829,422,182,20-08-2025,"attorney, painting, get",-0.9
POST_964,Food,sloanmarie,2943,879,188,125,21-08-2025,"base, alone, car",0.99
POST_965,Food,brittanygallagher,1801,240,399,240,22-08-2025,"religious, financial, personal",0.47
POST_966,Tech,ntyler,4031,922,121,178,23-08-2025,"lawyer, game, responsibility",-0.83
POST_967,Fashion,kathryn23,4819,758,229,64,24-08-2025,"within, by, operation",-0.96
POST_968,Fashion,williamcook,2411,162,58,138,25-08-2025,"alone, no, apply",0.44
POST_969,Tech,paulcarroll,4477,883,95,259,26-08-2025,"most, series, option",-0.12
POST_970,Tech,david12,4181,172,261,215,27-08-2025,"manage, prepare, teacher",0.57
POST_971,Fashion,sdavis,1758,501,353,219,28-08-2025,"full, able, notice",0.85
POST_972,Food,mcdonaldroger,2736,546,311,177,29-08-2025,"it, former, idea",0.2
POST_973,Fashion,debbiegaines,2945,283,135,223,30-08-2025,"country, western, military",-0.63
POST_974,Tech,jacob87,4585,358,349,230,31-08-2025,"now, tonight, free",0.56
POST_975,Food,brettwilliams,2826,380,282,75,01-09-2025,"determine, discussion, week",0.91
POST_976,Food,john44,1169,869,454,110,02-09-2025,"executive, report, kid",0.16
POST_977,Tech,clawson,3038,904,410,172,03-09-2025,"four, amount, true",0.36
POST_978,Tech,ericavery,4309,971,472,116,04-09-2025,"talk, investment, development",-0.33
POST_979,Tech,bradleyhancock,4293,910,119,231,05-09-2025,"recently, order, care",-0.24
POST_980,Fashion,thomasjuarez,244,532,429,199,06-09-2025,"bag, under, area",0.47
POST_981,Fashion,mlee,712,819,424,75,07-09-2025,"someone, focus, day",0.86
POST_982,Food,coreyknight,529,162,462,132,08-09-2025,"realize, although, wear",0.26
POST_983,Tech,hwilliams,4268,608,24,157,09-09-2025,"protect, blue, strategy",0.58
POST_984,Food,smithnancy,1473,306,341,160,10-09-2025,"government, through, seem",-0.66
POST_985,Food,therrera,2758,338,145,109,11-09-2025,"article, especially, simply",-0.58
POST_986,Food,joannagibson,3225,54,11,88,12-09-2025,"either, type, along",0.06
POST_987,Food,robertsnyder,3864,982,86,172,13-09-2025,"them, protect, girl",-0.65
POST_988,Tech,gonzalezstephanie,2064,332,434,85,14-09-2025,"even, campaign, scientist",0.27
POST_989,Food,christinaburton,3839,126,108,70,15-09-2025,"medical, school, next",-0.42
POST_990,Tech,tdavis,4855,939,422,218,16-09-2025,"though, middle, recent",0.58
POST_991,Tech,morrisrebecca,2493,704,344,167,17-09-2025,"place, be, paper",0.62
POST_992,Fashion,trevor93,961,242,265,97,18-09-2025,"service, data, enter",-0.07
POST_993,Tech,phillipsteresa,3263,860,221,75,19-09-2025,"identify, rather, deal",-0.64
POST_994,Fashion,jordanmcmahon,2414,599,73,240,20-09-2025,"everyone, TV, visit",0.29
POST_995,Tech,tammylopez,3679,847,481,254,21-09-2025,"explain, window, fine",0.99
POST_996,Tech,keithhuber,3522,408,493,85,22-09-2025,"same, young, not",0.25
POST_997,Tech,john98,730,502,332,201,23-09-2025,"such, move, popular",-0.93
POST_998,Fashion,fordleslie,4701,726,309,177,24-09-2025,"official, artist, event",-0.97
POST_999,Fashion,hayestroy,659,603,412,267,25-09-2025,"actually, training, not",-0.36
POST_1000,Food,kylejohnson,2206,302,101,198,26-09-2025,"accept, set, this",-0.61
POST_1001,Fashion,heathcourtney,3916,463,424,195,27-09-2025,"nor, create, experience",0.63
POST_1002,Fashion,gateskaren,421,234,492,64,28-09-2025,"decade, technology, yeah",0.69
POST_1003,Fashion,staceywoods,665,695,136,128,29-09-2025,"guess, report, lawyer",-0.48
POST_1004,Fashion,uwalker,2303,37,190,183,30-09-2025,"ball, himself, other",-0.35
POST_1005,Food,katelyngutierrez,4992,138,460,220,01-10-2025,"raise, film, matter",-0.53
POST_1006,Fashion,thomasvargas,4188,194,420,208,02-10-2025,"available, little, no",0.82
POST_1007,Tech,nathanhansen,914,526,141,77,03-10-2025,"national, purpose, either",0.01
POST_1008,Tech,michellefowler,1318,768,356,185,04-10-2025,"clear, democratic, teach",0.31
POST_1009,Fashion,michaelrogers,834,646,72,206,05-10-2025,"near, hair, available",-0.17
POST_1010,Fashion,michael54,4621,0,327,198,06-10-2025,"reality, voice, leader",0.26
POST_1011,Tech,jennifer81,4228,560,166,258,07-10-2025,"real, travel, son",-0.23
POST_1012,Tech,yvilla,2287,95,167,169,08-10-2025,"particular, remember, sure",-0.32
POST_1013,Food,reneesantana,4104,712,53,137,09-10-2025,"including, book, other",0.27
POST_1014,Tech,laura14,4945,412,258,235,10-10-2025,"training, despite, six",0.18
POST_1015,Tech,ecampos,985,537,438,237,11-10-2025,"billion, cultural, board",-0.41
POST_1016,Fashion,christopher59,4030,854,110,227,12-10-2025,"point, control, author",-0.7
POST_1017,Tech,tylerellison,2388,428,231,277,13-10-2025,"say, call, kid",-0.26
POST_1018,Food,john80,375,234,160,80,14-10-2025,"now, account, moment",-0.17
POST_1019,Tech,katrinamaxwell,1584,348,351,96,15-10-2025,"most, human, month",0.26
POST_1020,Fashion,troy09,3530,755,326,83,16-10-2025,"seem, science, tree",0.83
POST_1021,Fashion,jennifer36,3911,869,18,51,17-10-2025,"decision, school, so",-0.93
POST_1022,Tech,jacob55,2035,480,289,155,18-10-2025,"generation, blood, certainly",-0.51
POST_1023,Fashion,jill82,4982,838,461,244,19-10-2025,"rise, young, worry",-0.61
POST_1024,Food,zenglish,4653,395,49,143,20-10-2025,"two, if, best",0
POST_1025,Food,ingramlori,2828,350,174,121,21-10-2025,"win, professor, speak",-0.14
POST_1026,Tech,burnsphilip,1320,415,301,101,22-10-2025,"can, sound, development",0.46
POST_1027,Tech,andreyoung,690,885,183,184,23-10-2025,"consider, which, leader",-0.52
POST_1028,Tech,michaelmitchell,4753,915,184,253,24-10-2025,"person, center, western",0.19
POST_1029,Fashion,whiteangela,4128,886,338,196,25-10-2025,"feeling, their, fast",0.77
POST_1030,Food,josephkeller,4711,50,306,139,26-10-2025,"current, song, model",0.82
POST_1031,Food,staffordkatrina,1417,80,309,141,27-10-2025,"sell, too, agent",0.92
POST_1032,Fashion,vcrawford,4092,35,345,192,28-10-2025,"different, wide, true",0.55
POST_1033,Food,linda82,2625,66,80,127,29-10-2025,"natural, play, water",0.81
POST_1034,Tech,donaldjames,3653,640,373,225,30-10-2025,"team, glass, difficult",-0.53
POST_1035,Tech,mchurch,1631,881,155,174,31-10-2025,"tough, keep, result",-0.6
POST_1036,Tech,wilcoxcynthia,2036,666,274,191,01-11-2025,"mission, particular, from",-0.99
POST_1037,Food,barbara02,2290,756,282,180,02-11-2025,"simply, start, piece",0.41
POST_1038,Tech,adam58,4016,622,431,99,03-11-2025,"each, include, factor",0.87
POST_1039,Fashion,nwise,2155,679,499,142,04-11-2025,"share, data, sing",-0.63
POST_1040,Fashion,mcmahonashley,178,480,248,173,05-11-2025,"quite, grow, room",0.27
POST_1041,Food,michelle33,4851,467,146,103,06-11-2025,"much, responsibility, boy",0.49
POST_1042,Fashion,alicia98,4046,141,480,183,07-11-2025,"effort, city, know",0.86
POST_1043,Fashion,robinsonlisa,901,355,434,226,08-11-2025,"decade, feel, along",0.29
POST_1044,Food,ashleywagner,4153,708,6,200,09-11-2025,"simply, goal, light",0.94
POST_1045,Tech,cooperkyle,2126,470,156,269,10-11-2025,"argue, product, money",-0.31
POST_1046,Tech,abigail83,3044,620,170,127,11-11-2025,"two, change, guy",-0.3
POST_1047,Tech,christyhale,3794,887,68,127,12-11-2025,"table, once, garden",0.09
POST_1048,Food,fthomas,2806,590,93,69,13-11-2025,"try, lot, in",-0.23
POST_1049,Fashion,richard03,1694,901,368,254,14-11-2025,"build, medical, past",-1
POST_1050,Tech,jose41,4421,672,362,140,15-11-2025,"audience, must, talk",0.46
POST_1051,Tech,tracychavez,3194,438,375,237,16-11-2025,"surface, less, even",0.5
POST_1052,Food,emorris,292,530,185,148,17-11-2025,"room, pick, without",0.49
POST_1053,Tech,dbaker,4135,126,391,222,18-11-2025,"home, show, plant",-0.31
POST_1054,Food,amyhowell,220,204,169,238,19-11-2025,"street, teacher, much",0.04
POST_1055,Fashion,cynthia96,702,28,203,105,20-11-2025,"together, school, economy",-0.28
POST_1056,Food,jessica33,3562,444,41,51,21-11-2025,"soon, same, write",-0.97
POST_1057,Food,jacksonsamuel,1549,965,12,154,22-11-2025,"wait, her, leader",0.12
